"CountryYear","Country","FullYear","StartYear","Name","API_ID","Alpha2","Alpha3","ISONum","WorldBankID","EverMarried","Survey","BR","Couples","PR","Strata","v013","Live_MIL","ci_l","ci_u"
"Tajikistan 2012","Tajikistan","2012",2012,"Tajikistan","TJ2012DHS","TJ","TJK",762,"TJ",NA,"TJIR61FL","TJBR61FL","","TJPR61FL","v022",6,0.116088916503881,0.0906258649603532,0.147545508266458
"Tajikistan 2012","Tajikistan","2012",2012,"Tajikistan","TJ2012DHS","TJ","TJK",762,"TJ",NA,"TJIR61FL","TJBR61FL","","TJPR61FL","v022",7,0.0672525483478169,0.0487889135543778,0.0920275337495431
"Tanzania 2015-16","Tanzania","2015-16",2015,"Tanzania, United Republic of","TZ2015DHS","TZ","TZA",834,"TZ",NA,"TZIR7BFL","TZBR7BFL","TZCR7BFL","TZPR7BFL","v022",1,0.326292703387811,0.284061366388617,0.371544254594195
"Tanzania 2015-16","Tanzania","2015-16",2015,"Tanzania, United Republic of","TZ2015DHS","TZ","TZA",834,"TZ",NA,"TZIR7BFL","TZBR7BFL","TZCR7BFL","TZPR7BFL","v022",2,0.157814775829416,0.136595496427237,0.181636892028234
"Tanzania 2015-16","Tanzania","2015-16",2015,"Tanzania, United Republic of","TZ2015DHS","TZ","TZA",834,"TZ",NA,"TZIR7BFL","TZBR7BFL","TZCR7BFL","TZPR7BFL","v022",3,0.0793340731837619,0.065574524071726,0.0956851515218635
"Tanzania 2015-16","Tanzania","2015-16",2015,"Tanzania, United Republic of","TZ2015DHS","TZ","TZA",834,"TZ",NA,"TZIR7BFL","TZBR7BFL","TZCR7BFL","TZPR7BFL","v022",4,0.0467145204837202,0.0344035106280947,0.0631428427617056
"Tanzania 2015-16","Tanzania","2015-16",2015,"Tanzania, United Republic of","TZ2015DHS","TZ","TZA",834,"TZ",NA,"TZIR7BFL","TZBR7BFL","TZCR7BFL","TZPR7BFL","v022",5,0.0419797795362823,0.0304338734027033,0.0576455073283254
"Tanzania 2015-16","Tanzania","2015-16",2015,"Tanzania, United Republic of","TZ2015DHS","TZ","TZA",834,"TZ",NA,"TZIR7BFL","TZBR7BFL","TZCR7BFL","TZPR7BFL","v022",6,0.0355527623011806,0.0224052542311003,0.0559735554279499
"Tanzania 2015-16","Tanzania","2015-16",2015,"Tanzania, United Republic of","TZ2015DHS","TZ","TZA",834,"TZ",NA,"TZIR7BFL","TZBR7BFL","TZCR7BFL","TZPR7BFL","v022",7,0.0363162978514602,0.0239930627122573,0.0546147735071264
"Tanzania 2010 ","Tanzania","2010",2010,"Tanzania, United Republic of","TZ2010DHS","TZ","TZA",834,"TZ",NA,"TZIR63FL","TZBR63FL","TZCR63FL","TZPR63FL","v022",1,0.396952720942283,0.316157176465092,0.483788629907981
"Tanzania 2010 ","Tanzania","2010",2010,"Tanzania, United Republic of","TZ2010DHS","TZ","TZA",834,"TZ",NA,"TZIR63FL","TZBR63FL","TZCR63FL","TZPR63FL","v022",2,0.174253566791146,0.142149139611764,0.211818440231037
"Tanzania 2010 ","Tanzania","2010",2010,"Tanzania, United Republic of","TZ2010DHS","TZ","TZA",834,"TZ",NA,"TZIR63FL","TZBR63FL","TZCR63FL","TZPR63FL","v022",3,0.0772557480924555,0.0579071238585357,0.102366887215849
"Tanzania 2010 ","Tanzania","2010",2010,"Tanzania, United Republic of","TZ2010DHS","TZ","TZA",834,"TZ",NA,"TZIR63FL","TZBR63FL","TZCR63FL","TZPR63FL","v022",4,0.0486484980898205,0.0365828658123037,0.0644274538752595
"Tanzania 2010 ","Tanzania","2010",2010,"Tanzania, United Republic of","TZ2010DHS","TZ","TZA",834,"TZ",NA,"TZIR63FL","TZBR63FL","TZCR63FL","TZPR63FL","v022",5,0.0417122674268982,0.0288143408666189,0.0600267467349846
"Tanzania 2010 ","Tanzania","2010",2010,"Tanzania, United Republic of","TZ2010DHS","TZ","TZA",834,"TZ",NA,"TZIR63FL","TZBR63FL","TZCR63FL","TZPR63FL","v022",6,0.0287572899055041,0.0173609053877318,0.0472747987380818
"Tanzania 2010 ","Tanzania","2010",2010,"Tanzania, United Republic of","TZ2010DHS","TZ","TZA",834,"TZ",NA,"TZIR63FL","TZBR63FL","TZCR63FL","TZPR63FL","v022",7,0.0504476737920796,0.0306858389557838,0.0818614209026356
"Tanzania 2004-05","Tanzania","2004-05",2004,"Tanzania, United Republic of","TZ2004DHS","TZ","TZA",834,"TZ",NA,"TZIR4IFL","TZBR4IFL","TZCR4IFL","TZPR4IFL","v022",1,0.290619964948082,0.247127151930078,0.338327461619186
"Tanzania 2004-05","Tanzania","2004-05",2004,"Tanzania, United Republic of","TZ2004DHS","TZ","TZA",834,"TZ",NA,"TZIR4IFL","TZBR4IFL","TZCR4IFL","TZPR4IFL","v022",2,0.123185994941361,0.0956245864202209,0.157309512071173
"Tanzania 2004-05","Tanzania","2004-05",2004,"Tanzania, United Republic of","TZ2004DHS","TZ","TZA",834,"TZ",NA,"TZIR4IFL","TZBR4IFL","TZCR4IFL","TZPR4IFL","v022",3,0.0697410002353116,0.0472784958182006,0.101736049763192
"Tanzania 2004-05","Tanzania","2004-05",2004,"Tanzania, United Republic of","TZ2004DHS","TZ","TZA",834,"TZ",NA,"TZIR4IFL","TZBR4IFL","TZCR4IFL","TZPR4IFL","v022",4,0.0608102800436037,0.0452443058330466,0.0812757273312657
"Tanzania 2004-05","Tanzania","2004-05",2004,"Tanzania, United Republic of","TZ2004DHS","TZ","TZA",834,"TZ",NA,"TZIR4IFL","TZBR4IFL","TZCR4IFL","TZPR4IFL","v022",5,0.036421089026722,0.023963191010437,0.0549906597367347
"Tanzania 2004-05","Tanzania","2004-05",2004,"Tanzania, United Republic of","TZ2004DHS","TZ","TZA",834,"TZ",NA,"TZIR4IFL","TZBR4IFL","TZCR4IFL","TZPR4IFL","v022",6,0.0414537075125717,0.028660200512676,0.0596076010323658
"Tanzania 2004-05","Tanzania","2004-05",2004,"Tanzania, United Republic of","TZ2004DHS","TZ","TZA",834,"TZ",NA,"TZIR4IFL","TZBR4IFL","TZCR4IFL","TZPR4IFL","v022",7,0.0240620287035532,0.0133800810089054,0.0429010598618749
"Tanzania 1999","Tanzania","1999",1999,"Tanzania, United Republic of","TZ1999DHS","TZ","TZA",834,"TZ",NA,"TZIR41FL","","TZCR41FL","TZPR41FL","v024 v025",1,0.346850931415365,0.27241741532933,0.429613416292925
"Tanzania 1999","Tanzania","1999",1999,"Tanzania, United Republic of","TZ1999DHS","TZ","TZA",834,"TZ",NA,"TZIR41FL","","TZCR41FL","TZPR41FL","v024 v025",2,0.180404087305553,0.130188326728609,0.244543373684893
"Tanzania 1999","Tanzania","1999",1999,"Tanzania, United Republic of","TZ1999DHS","TZ","TZA",834,"TZ",NA,"TZIR41FL","","TZCR41FL","TZPR41FL","v024 v025",3,0.117650870685756,0.0830696958796806,0.164052255013325
"Tanzania 1999","Tanzania","1999",1999,"Tanzania, United Republic of","TZ1999DHS","TZ","TZA",834,"TZ",NA,"TZIR41FL","","TZCR41FL","TZPR41FL","v024 v025",4,0.075723048624342,0.0483865478761637,0.116611079678062
"Tanzania 1999","Tanzania","1999",1999,"Tanzania, United Republic of","TZ1999DHS","TZ","TZA",834,"TZ",NA,"TZIR41FL","","TZCR41FL","TZPR41FL","v024 v025",5,0.0775210599632821,0.0492645718677757,0.119939923876925
"Tanzania 1999","Tanzania","1999",1999,"Tanzania, United Republic of","TZ1999DHS","TZ","TZA",834,"TZ",NA,"TZIR41FL","","TZCR41FL","TZPR41FL","v024 v025",6,0.0385576560209334,0.0186422604001165,0.0780562966857133
"Tanzania 1999","Tanzania","1999",1999,"Tanzania, United Republic of","TZ1999DHS","TZ","TZA",834,"TZ",NA,"TZIR41FL","","TZCR41FL","TZPR41FL","v024 v025",7,0.0298420022756605,0.00811548151458508,0.103655587254726
"Tanzania 1996","Tanzania","1996",1996,"Tanzania, United Republic of","TZ1996DHS","TZ","TZA",834,"TZ",NA,"TZIR3AFL","","TZCR3AFL","TZPR3AFL","v024 v025",1,0.163903015047686,0.123891960748253,0.213684084292799
"Tanzania 1996","Tanzania","1996",1996,"Tanzania, United Republic of","TZ1996DHS","TZ","TZA",834,"TZ",NA,"TZIR3AFL","","TZCR3AFL","TZPR3AFL","v024 v025",2,0.100970766642559,0.0814232086797609,0.124574745019599
"Tanzania 1996","Tanzania","1996",1996,"Tanzania, United Republic of","TZ1996DHS","TZ","TZA",834,"TZ",NA,"TZIR3AFL","","TZCR3AFL","TZPR3AFL","v024 v025",3,0.0660170465271894,0.0517789201048911,0.083824252756357
"Tanzania 1996","Tanzania","1996",1996,"Tanzania, United Republic of","TZ1996DHS","TZ","TZA",834,"TZ",NA,"TZIR3AFL","","TZCR3AFL","TZPR3AFL","v024 v025",4,0.0557228531969661,0.041934338355188,0.0736964457704507
"Tanzania 1996","Tanzania","1996",1996,"Tanzania, United Republic of","TZ1996DHS","TZ","TZA",834,"TZ",NA,"TZIR3AFL","","TZCR3AFL","TZPR3AFL","v024 v025",5,0.0294899337094234,0.0187049249104069,0.0462006591824662
"Tanzania 1996","Tanzania","1996",1996,"Tanzania, United Republic of","TZ1996DHS","TZ","TZA",834,"TZ",NA,"TZIR3AFL","","TZCR3AFL","TZPR3AFL","v024 v025",6,0.0280967101221465,0.0162794717426009,0.048072861254709
"Tanzania 1996","Tanzania","1996",1996,"Tanzania, United Republic of","TZ1996DHS","TZ","TZA",834,"TZ",NA,"TZIR3AFL","","TZCR3AFL","TZPR3AFL","v024 v025",7,0.0299987076120343,0.0170672053684215,0.052207755872795
"Tanzania 1991-92","Tanzania","1991-92",1991,"Tanzania, United Republic of","TZ1992DHS","TZ","TZA",834,"TZ",NA,"TZIR21FL","","TZCR21FL","TZPR21FL","v023",1,0.32814610946949,0.276710821298262,0.384065447882511
"Tanzania 1991-92","Tanzania","1991-92",1991,"Tanzania, United Republic of","TZ1992DHS","TZ","TZA",834,"TZ",NA,"TZIR21FL","","TZCR21FL","TZPR21FL","v023",2,0.17780708884923,0.144220268934563,0.21723029467072
"Tanzania 1991-92","Tanzania","1991-92",1991,"Tanzania, United Republic of","TZ1992DHS","TZ","TZA",834,"TZ",NA,"TZIR21FL","","TZCR21FL","TZPR21FL","v023",3,0.114437230560864,0.0896826769816699,0.144936734368245
"Tanzania 1991-92","Tanzania","1991-92",1991,"Tanzania, United Republic of","TZ1992DHS","TZ","TZA",834,"TZ",NA,"TZIR21FL","","TZCR21FL","TZPR21FL","v023",4,0.0691522888251843,0.0501847960212088,0.0945747897160227
"Tanzania 1991-92","Tanzania","1991-92",1991,"Tanzania, United Republic of","TZ1992DHS","TZ","TZA",834,"TZ",NA,"TZIR21FL","","TZCR21FL","TZPR21FL","v023",5,0.0403472955661377,0.0277163845369691,0.0583886900402879
"Tanzania 1991-92","Tanzania","1991-92",1991,"Tanzania, United Republic of","TZ1992DHS","TZ","TZA",834,"TZ",NA,"TZIR21FL","","TZCR21FL","TZPR21FL","v023",6,0.0450276439308323,0.0303519830563938,0.0663139302159105
"Tanzania 1991-92","Tanzania","1991-92",1991,"Tanzania, United Republic of","TZ1992DHS","TZ","TZA",834,"TZ",NA,"TZIR21FL","","TZCR21FL","TZPR21FL","v023",7,0.0303872070032287,0.0171803277866527,0.0531969738066725
"Timor-Leste 2016","Timor-Leste","2016",2016,"Timor-Leste","TL2016DHS","TL","TLS",626,"TL",NA,"TLIR71FL","TLBR71FL","TLCR71FL","TLPR71FL","v022",1,0.252838853013532,0.197550178795432,0.317479266949567
"Timor-Leste 2016","Timor-Leste","2016",2016,"Timor-Leste","TL2016DHS","TL","TLS",626,"TL",NA,"TLIR71FL","TLBR71FL","TLCR71FL","TLPR71FL","v022",2,0.274218823778123,0.242404889299026,0.308507825403777
"Timor-Leste 2016","Timor-Leste","2016",2016,"Timor-Leste","TL2016DHS","TL","TLS",626,"TL",NA,"TLIR71FL","TLBR71FL","TLCR71FL","TLPR71FL","v022",3,0.163954269880746,0.141061070641261,0.18974212785569
"Timor-Leste 2016","Timor-Leste","2016",2016,"Timor-Leste","TL2016DHS","TL","TLS",626,"TL",NA,"TLIR71FL","TLBR71FL","TLCR71FL","TLPR71FL","v022",4,0.0948745598424788,0.0791747692085372,0.113304443316621
"Timor-Leste 2016","Timor-Leste","2016",2016,"Timor-Leste","TL2016DHS","TL","TLS",626,"TL",NA,"TLIR71FL","TLBR71FL","TLCR71FL","TLPR71FL","v022",5,0.0646422224819296,0.0496956973188001,0.0836881990781697
"Timor-Leste 2016","Timor-Leste","2016",2016,"Timor-Leste","TL2016DHS","TL","TLS",626,"TL",NA,"TLIR71FL","TLBR71FL","TLCR71FL","TLPR71FL","v022",6,0.0452304175096898,0.033867508278037,0.0601682784876176
"Timor-Leste 2016","Timor-Leste","2016",2016,"Timor-Leste","TL2016DHS","TL","TLS",626,"TL",NA,"TLIR71FL","TLBR71FL","TLCR71FL","TLPR71FL","v022",7,0.0367667336155494,0.0241653951368123,0.0555650265466389
"Timor-Leste 2009-10","Timor-Leste","2009-10",2009,"Timor-Leste","TL2009DHS","TL","TLS",626,"TL",NA,"TLIR61FL","","TLCR61FL","TLPR61FL","v022",1,0.250163315988246,0.199932649108381,0.308153182946204
"Timor-Leste 2009-10","Timor-Leste","2009-10",2009,"Timor-Leste","TL2009DHS","TL","TLS",626,"TL",NA,"TLIR61FL","","TLCR61FL","TLPR61FL","v022",2,0.222616183383149,0.196542718924106,0.251067710001092
"Timor-Leste 2009-10","Timor-Leste","2009-10",2009,"Timor-Leste","TL2009DHS","TL","TLS",626,"TL",NA,"TLIR61FL","","TLCR61FL","TLPR61FL","v022",3,0.15014337842418,0.130853342863177,0.171715277446916
"Timor-Leste 2009-10","Timor-Leste","2009-10",2009,"Timor-Leste","TL2009DHS","TL","TLS",626,"TL",NA,"TLIR61FL","","TLCR61FL","TLPR61FL","v022",4,0.105817311144877,0.088354724437923,0.1262532611055
"Timor-Leste 2009-10","Timor-Leste","2009-10",2009,"Timor-Leste","TL2009DHS","TL","TLS",626,"TL",NA,"TLIR61FL","","TLCR61FL","TLPR61FL","v022",5,0.0698693260292621,0.0575145129761598,0.0846397636010209
"Timor-Leste 2009-10","Timor-Leste","2009-10",2009,"Timor-Leste","TL2009DHS","TL","TLS",626,"TL",NA,"TLIR61FL","","TLCR61FL","TLPR61FL","v022",6,0.0497565578529389,0.0383761979580659,0.0642861214093088
"Timor-Leste 2009-10","Timor-Leste","2009-10",2009,"Timor-Leste","TL2009DHS","TL","TLS",626,"TL",NA,"TLIR61FL","","TLCR61FL","TLPR61FL","v022",7,0.0396916800764321,0.0274240629070136,0.05712465433255
"Togo 2013-14","Togo","2013-14",2013,"Togo","TG2013DHS","TG","TGO",768,"TG",NA,"TGIR61FL","TGBR61FL","TGCR61FL","TGPR61FL","v022",1,0.251404093189981,0.196398595698259,0.315761714744638
"Togo 2013-14","Togo","2013-14",2013,"Togo","TG2013DHS","TG","TGO",768,"TG",NA,"TGIR61FL","TGBR61FL","TGCR61FL","TGPR61FL","v022",2,0.17798271814121,0.151169935199192,0.208383731703318
"Togo 2013-14","Togo","2013-14",2013,"Togo","TG2013DHS","TG","TGO",768,"TG",NA,"TGIR61FL","TGBR61FL","TGCR61FL","TGPR61FL","v022",3,0.0964458615059553,0.0819625791622372,0.113172926385181
"Togo 2013-14","Togo","2013-14",2013,"Togo","TG2013DHS","TG","TGO",768,"TG",NA,"TGIR61FL","TGBR61FL","TGCR61FL","TGPR61FL","v022",4,0.0639652353997305,0.0510223027927755,0.0799149397299188
"Togo 2013-14","Togo","2013-14",2013,"Togo","TG2013DHS","TG","TGO",768,"TG",NA,"TGIR61FL","TGBR61FL","TGCR61FL","TGPR61FL","v022",5,0.070357015216315,0.0569967109781763,0.0865615677648404
"Togo 2013-14","Togo","2013-14",2013,"Togo","TG2013DHS","TG","TGO",768,"TG",NA,"TGIR61FL","TGBR61FL","TGCR61FL","TGPR61FL","v022",6,0.0530076382058092,0.0383145737108384,0.0729080998866377
"Togo 2013-14","Togo","2013-14",2013,"Togo","TG2013DHS","TG","TGO",768,"TG",NA,"TGIR61FL","TGBR61FL","TGCR61FL","TGPR61FL","v022",7,0.0377585442495853,0.0250922738018702,0.0564483841114849
"Togo 1998","Togo","1998",1998,"Togo","TG1998DHS","TG","TGO",768,"TG",NA,"TGIR31FL","","TGCR31FL","TGPR31FL","v024 v025",1,0.299064871689036,0.246433744703947,0.357602350573723
"Togo 1998","Togo","1998",1998,"Togo","TG1998DHS","TG","TGO",768,"TG",NA,"TGIR31FL","","TGCR31FL","TGPR31FL","v024 v025",2,0.208718579107904,0.179246383342967,0.241610159336942
"Togo 1998","Togo","1998",1998,"Togo","TG1998DHS","TG","TGO",768,"TG",NA,"TGIR31FL","","TGCR31FL","TGPR31FL","v024 v025",3,0.137414952999345,0.117766573942036,0.159747916369445
"Togo 1998","Togo","1998",1998,"Togo","TG1998DHS","TG","TGO",768,"TG",NA,"TGIR31FL","","TGCR31FL","TGPR31FL","v024 v025",4,0.0983818098254774,0.0801360805434039,0.120238786222653
"Togo 1998","Togo","1998",1998,"Togo","TG1998DHS","TG","TGO",768,"TG",NA,"TGIR31FL","","TGCR31FL","TGPR31FL","v024 v025",5,0.0714026780449846,0.0557183128496069,0.0910762631201125
"Togo 1998","Togo","1998",1998,"Togo","TG1998DHS","TG","TGO",768,"TG",NA,"TGIR31FL","","TGCR31FL","TGPR31FL","v024 v025",6,0.0457076133909435,0.0315983938053412,0.0656894914845699
"Togo 1998","Togo","1998",1998,"Togo","TG1998DHS","TG","TGO",768,"TG",NA,"TGIR31FL","","TGCR31FL","TGPR31FL","v024 v025",7,0.0298073320651693,0.0188407455947232,0.0468523969837635
"Turkey 2013","Turkey","2013",2013,"Turkey","TR2013DHS","TR","TUR",792,"TR",NA,"TRIR61FL","TRBR61FL","","TRPR62FL","v023",1,0.514325344068057,0.407971100425057,0.619397860373724
"Turkey 2013","Turkey","2013",2013,"Turkey","TR2013DHS","TR","TUR",792,"TR",NA,"TRIR61FL","TRBR61FL","","TRPR62FL","v023",2,0.305993866699495,0.267298819027445,0.347632825335292
"Turkey 2013","Turkey","2013",2013,"Turkey","TR2013DHS","TR","TUR",792,"TR",NA,"TRIR61FL","TRBR61FL","","TRPR62FL","v023",3,0.168079231447462,0.143715134143789,0.195630125994916
"Turkey 2013","Turkey","2013",2013,"Turkey","TR2013DHS","TR","TUR",792,"TR",NA,"TRIR61FL","TRBR61FL","","TRPR62FL","v023",4,0.125155951429739,0.105422737942851,0.147971888562737
"Turkey 2013","Turkey","2013",2013,"Turkey","TR2013DHS","TR","TUR",792,"TR",NA,"TRIR61FL","TRBR61FL","","TRPR62FL","v023",5,0.0928479467475081,0.0772687757334497,0.11118973152137
"Turkey 2013","Turkey","2013",2013,"Turkey","TR2013DHS","TR","TUR",792,"TR",NA,"TRIR61FL","TRBR61FL","","TRPR62FL","v023",6,0.0674896568093947,0.053668439248127,0.0845522278249267
"Turkey 2013","Turkey","2013",2013,"Turkey","TR2013DHS","TR","TUR",792,"TR",NA,"TRIR61FL","TRBR61FL","","TRPR62FL","v023",7,0.0671571602713437,0.0516767969038039,0.0868501412516735
"Turkey 2003","Turkey","2003",2003,"Turkey","TR2003DHS","TR","TUR",792,"TR",1,"TRIR4AFL","TRBR4AFL","","TRPR4AFL","v023",1,0.573644696561501,0.496861888894965,0.647033961312373
"Turkey 2003","Turkey","2003",2003,"Turkey","TR2003DHS","TR","TUR",792,"TR",1,"TRIR4AFL","TRBR4AFL","","TRPR4AFL","v023",2,0.341498114808064,0.306859622781833,0.377914798047827
"Turkey 2003","Turkey","2003",2003,"Turkey","TR2003DHS","TR","TUR",792,"TR",1,"TRIR4AFL","TRBR4AFL","","TRPR4AFL","v023",3,0.196621841290069,0.173370475990656,0.222153495878213
"Turkey 2003","Turkey","2003",2003,"Turkey","TR2003DHS","TR","TUR",792,"TR",1,"TRIR4AFL","TRBR4AFL","","TRPR4AFL","v023",4,0.125362849056388,0.106742832520358,0.146697487956548
"Turkey 2003","Turkey","2003",2003,"Turkey","TR2003DHS","TR","TUR",792,"TR",1,"TRIR4AFL","TRBR4AFL","","TRPR4AFL","v023",5,0.103859992730622,0.0839507795851613,0.127831867401148
"Turkey 2003","Turkey","2003",2003,"Turkey","TR2003DHS","TR","TUR",792,"TR",1,"TRIR4AFL","TRBR4AFL","","TRPR4AFL","v023",6,0.0758748628090065,0.0614229064297825,0.0933888279520897
"Turkey 2003","Turkey","2003",2003,"Turkey","TR2003DHS","TR","TUR",792,"TR",1,"TRIR4AFL","TRBR4AFL","","TRPR4AFL","v023",7,0.0790587154939033,0.0624318591461446,0.0996430304866262
"Turkey 1998","Turkey","1998",1998,"Turkey","TR1998DHS","TR","TUR",792,"TR",1,"TRIR41FL","","TRCR41FL","TRPR41FL","v023",1,0.535759226205166,0.471023240030949,0.599312206620773
"Turkey 1998","Turkey","1998",1998,"Turkey","TR1998DHS","TR","TUR",792,"TR",1,"TRIR41FL","","TRCR41FL","TRPR41FL","v023",2,0.356456306138446,0.317282797329583,0.397649324252481
"Turkey 1998","Turkey","1998",1998,"Turkey","TR1998DHS","TR","TUR",792,"TR",1,"TRIR41FL","","TRCR41FL","TRPR41FL","v023",3,0.232119754696949,0.206063551528773,0.260390110145753
"Turkey 1998","Turkey","1998",1998,"Turkey","TR1998DHS","TR","TUR",792,"TR",1,"TRIR41FL","","TRCR41FL","TRPR41FL","v023",4,0.179633874491137,0.153610797940243,0.208977009919366
"Turkey 1998","Turkey","1998",1998,"Turkey","TR1998DHS","TR","TUR",792,"TR",1,"TRIR41FL","","TRCR41FL","TRPR41FL","v023",5,0.119465804042087,0.0971842427528408,0.146029589890319
"Turkey 1998","Turkey","1998",1998,"Turkey","TR1998DHS","TR","TUR",792,"TR",1,"TRIR41FL","","TRCR41FL","TRPR41FL","v023",6,0.0903874750794523,0.0709771699305462,0.114452017344527
"Turkey 1998","Turkey","1998",1998,"Turkey","TR1998DHS","TR","TUR",792,"TR",1,"TRIR41FL","","TRCR41FL","TRPR41FL","v023",7,0.0702416846278145,0.0517265939228301,0.0947220970068748
"Turkey 1993","Turkey","1993",1993,"Turkey","TR1993DHS","TR","TUR",792,"TR",1,"TRIR31FL","","","TRPR31FL","v023 v025",1,0.603931114998536,0.543960138959288,0.660931542317554
"Turkey 1993","Turkey","1993",1993,"Turkey","TR1993DHS","TR","TUR",792,"TR",1,"TRIR31FL","","","TRPR31FL","v023 v025",2,0.424811292783111,0.390370414515436,0.459997982135728
"Turkey 1993","Turkey","1993",1993,"Turkey","TR1993DHS","TR","TUR",792,"TR",1,"TRIR31FL","","","TRPR31FL","v023 v025",3,0.264702286265756,0.23290668202764,0.299145788044894
"Turkey 1993","Turkey","1993",1993,"Turkey","TR1993DHS","TR","TUR",792,"TR",1,"TRIR31FL","","","TRPR31FL","v023 v025",4,0.158417824405502,0.134623534789606,0.185516107153283
"Turkey 1993","Turkey","1993",1993,"Turkey","TR1993DHS","TR","TUR",792,"TR",1,"TRIR31FL","","","TRPR31FL","v023 v025",5,0.124141207509247,0.10085735615758,0.151892301926829
"Turkey 1993","Turkey","1993",1993,"Turkey","TR1993DHS","TR","TUR",792,"TR",1,"TRIR31FL","","","TRPR31FL","v023 v025",6,0.0962837489018906,0.0762760834807405,0.12085291800147
"Turkey 1993","Turkey","1993",1993,"Turkey","TR1993DHS","TR","TUR",792,"TR",1,"TRIR31FL","","","TRPR31FL","v023 v025",7,0.0579789182746604,0.0409985096627565,0.0813952172969761
"Uganda 2016","Uganda","2016",2016,"Uganda","UG2016DHS","UG","UGA",800,"UG",NA,"UGIR7BFL","UGBR7BFL","UGCR7BFL","UGPR7BFL","v022",1,0.190082895889785,0.163843190079106,0.219422162389078
"Uganda 2016","Uganda","2016",2016,"Uganda","UG2016DHS","UG","UGA",800,"UG",NA,"UGIR7BFL","UGBR7BFL","UGCR7BFL","UGPR7BFL","v022",2,0.0650338652949111,0.0546997957173373,0.077160920115944
"Uganda 2016","Uganda","2016",2016,"Uganda","UG2016DHS","UG","UGA",800,"UG",NA,"UGIR7BFL","UGBR7BFL","UGCR7BFL","UGPR7BFL","v022",3,0.0292849479311655,0.0228061586579615,0.0375335434526655
"Uganda 2016","Uganda","2016",2016,"Uganda","UG2016DHS","UG","UGA",800,"UG",NA,"UGIR7BFL","UGBR7BFL","UGCR7BFL","UGPR7BFL","v022",4,0.0160526546142722,0.0110724839860914,0.0232202062763985
"Uganda 2016","Uganda","2016",2016,"Uganda","UG2016DHS","UG","UGA",800,"UG",NA,"UGIR7BFL","UGBR7BFL","UGCR7BFL","UGPR7BFL","v022",5,0.017331619659161,0.0115851131200325,0.0258539792626355
"Uganda 2016","Uganda","2016",2016,"Uganda","UG2016DHS","UG","UGA",800,"UG",NA,"UGIR7BFL","UGBR7BFL","UGCR7BFL","UGPR7BFL","v022",6,0.0148589788262334,0.00910360421485774,0.0241642177308689
"Uganda 2016","Uganda","2016",2016,"Uganda","UG2016DHS","UG","UGA",800,"UG",NA,"UGIR7BFL","UGBR7BFL","UGCR7BFL","UGPR7BFL","v022",7,0.0130451343772155,0.00722317006910126,0.0234488378189135
"Uganda 2011","Uganda","2011",2011,"Uganda","UG2011DHS","UG","UGA",800,"UG",NA,"UGIR60FL","UGBR60FL","UGCR61FL","UGPR61FL","v024 v025",1,0.196554759081429,0.151322474250751,0.251303974608859
"Uganda 2011","Uganda","2011",2011,"Uganda","UG2011DHS","UG","UGA",800,"UG",NA,"UGIR60FL","UGBR60FL","UGCR61FL","UGPR61FL","v024 v025",2,0.0631948167855497,0.0452655183818717,0.0875743538679204
"Uganda 2011","Uganda","2011",2011,"Uganda","UG2011DHS","UG","UGA",800,"UG",NA,"UGIR60FL","UGBR60FL","UGCR61FL","UGPR61FL","v024 v025",3,0.0260630036458458,0.017863609979708,0.0378807594343526
"Uganda 2011","Uganda","2011",2011,"Uganda","UG2011DHS","UG","UGA",800,"UG",NA,"UGIR60FL","UGBR60FL","UGCR61FL","UGPR61FL","v024 v025",4,0.0242813418743624,0.0137638268914884,0.042489481084812
"Uganda 2011","Uganda","2011",2011,"Uganda","UG2011DHS","UG","UGA",800,"UG",NA,"UGIR60FL","UGBR60FL","UGCR61FL","UGPR61FL","v024 v025",5,0.0234046231007976,0.0142322074993579,0.0382590719803923
"Uganda 2011","Uganda","2011",2011,"Uganda","UG2011DHS","UG","UGA",800,"UG",NA,"UGIR60FL","UGBR60FL","UGCR61FL","UGPR61FL","v024 v025",6,0.0247199947105576,0.0137815625273534,0.0439533370392542
"Uganda 2011","Uganda","2011",2011,"Uganda","UG2011DHS","UG","UGA",800,"UG",NA,"UGIR60FL","UGBR60FL","UGCR61FL","UGPR61FL","v024 v025",7,0.0169950382854814,0.00658167352434271,0.0431682348843897
"Uganda 2006","Uganda","2006",2006,"Uganda","UG2006DHS","UG","UGA",800,"UG",NA,"UGIR52FL","UGBR52FL","UGCR52FL","UGPR52FL","v024 v025",1,0.202064854664564,0.149264063862411,0.267666849817271
"Uganda 2006","Uganda","2006",2006,"Uganda","UG2006DHS","UG","UGA",800,"UG",NA,"UGIR52FL","UGBR52FL","UGCR52FL","UGPR52FL","v024 v025",2,0.0577590907776516,0.0404596413940337,0.0818245589843053
"Uganda 2006","Uganda","2006",2006,"Uganda","UG2006DHS","UG","UGA",800,"UG",NA,"UGIR52FL","UGBR52FL","UGCR52FL","UGPR52FL","v024 v025",3,0.0287727697171538,0.0192756984415091,0.0427450730048737
"Uganda 2006","Uganda","2006",2006,"Uganda","UG2006DHS","UG","UGA",800,"UG",NA,"UGIR52FL","UGBR52FL","UGCR52FL","UGPR52FL","v024 v025",4,0.0313770768481223,0.0215232142625461,0.0455323522566637
